objectid,title,creator,date,description,subject,location,source,type,format,object_location,display_template,image_alt_text
2832,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2832 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2832.HEIC
2833,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2833 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2833.HEIC
2834,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2834 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2834.HEIC
2835,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2835 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2835.HEIC
2836,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2836 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2836.HEIC
2837,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2837 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2837.HEIC
2838,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2838 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2838.HEIC
2839,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2839 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2839.HEIC
2840,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2840 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2840.HEIC
2841,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2841 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2841.HEIC
2842,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2842 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2842.HEIC
2843,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2843 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2843.HEIC
2844,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2844 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2844.HEIC
2845,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2845 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2845.HEIC
2846,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2846 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2846.HEIC
2847,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2847 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2847.HEIC
2848,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2848 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2848.HEIC
2849,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2849 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2849.HEIC
2850,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2850 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2850.HEIC
2851,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2851 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2851.HEIC
2852,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2852 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2852.HEIC
2853,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2853 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2853.HEIC
2854,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2854 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2854.HEIC
2855,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2855 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2855.HEIC
2856,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2856 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2856.HEIC
2857,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2857 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2857.HEIC
2858,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2858 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2858.HEIC
2859,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2859 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2859.HEIC
2860,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2860 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2860.HEIC
2861,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2861 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2861.HEIC
2862,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2862 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2862.HEIC
2863,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2863 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2863.HEIC
2864,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2864 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2864.HEIC
2865,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2865 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2865.HEIC
2866,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2866 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2866.HEIC
2867,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2867 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2867.HEIC
2868,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2868 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2868.HEIC
2869,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2869 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2869.HEIC
2870,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2870 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2870.HEIC
2871,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2871 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2871.HEIC
2872,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2872 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2872.HEIC
2873,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2873 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2873.HEIC
2874,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2874 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2874.HEIC
2875,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2875 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2875.HEIC
2876,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2876 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2876.HEIC
2877,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2877 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2877.HEIC
2878,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2878 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2878.HEIC
2879,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2879 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2879.HEIC
2880,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2880 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2880.HEIC
2881,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2881 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2881.HEIC
2882,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2882 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2882.HEIC
2883,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2883 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2883.HEIC
2884,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2884 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2884.HEIC
2885,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2885 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2885.HEIC
2886,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2886 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2886.HEIC
2887,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2887 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2887.HEIC
2888,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2888 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2888.HEIC
2889,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2889 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2889.HEIC
2890,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2890 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2890.HEIC
2891,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2891 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2891.HEIC
2892,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2892 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2892.HEIC
2893,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,/objects/IMG_2893 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2893.HEIC
